movieId,movielens_rating,movielens_rating_count
5776,2.986,35
5777,3.216,312
5778,2.976,123
5779,1.775,207
5780,3.604,433
5781,2.563,87
5782,4.054,4835
5783,3.434,91
5784,2.645,2347
5785,2.923,5492
5786,3.457,93
5787,2.639,466
5788,3.654,374
5789,2.525,59
5790,2.615,39
5791,3.735,3859
5792,3.546,1053
5793,2.561,33
5794,3.715,279
5795,3.464,56
5796,2.84,1033
5797,3.441,516
5798,3.191,55
5799,3.608,430
5800,3.376,181
5801,3.54,566
5802,3.514,181
5803,2.751,1473
5804,2.655,1653
5805,0.5,2
5806,3.164,55
5807,2.146,24
5808,2.914,220
5809,3.135,998
5810,3.336,10093
5811,3.625,12
5812,3.676,2408
5813,2.621,62
5814,4.125,4
5815,2.306,242
5816,3.647,29900
5817,3.496,236
5818,3.392,333
5819,3.254,57
5820,3.84,494
5821,3.598,107
5822,2.846,94
5823,2.804,23
5824,2.717,175
5825,3.953,487
5826,3.579,449
5827,2.583,48
5828,3.355,31
5829,3.094,235
5830,3.437,222
5831,2.682,11
5832,2.241,166
5833,3.319,1361
5834,3.164,70
5835,3.0,24
5836,3.375,328
5837,1.667,24
5838,3.22,118
5839,3.896,394
5840,3.857,370
5841,2.137,586
5842,2.946,84
5843,3.036,797
5844,2.855,83
5845,2.918,61
5846,3.452,73
5847,3.644,393
5848,3.02,51
5849,3.593,27
5850,3.29,81
5851,2.569,36
5852,2.424,184
5853,3.356,1736
5854,2.931,174
5855,2.691,144
5856,3.492,62
5857,1.982,57
5858,3.231,134
5859,3.397,290
5860,2.82,25
5861,3.103,39
5862,2.694,116
5863,2.457,70
5864,1.997,180
5865,2.704,27
5866,3.062,48
5867,3.676,783
5868,3.379,91
5869,3.401,167
5870,2.635,26
5871,1.333,6
5872,3.08,8376
5873,3.443,719
5874,2.755,535
5875,3.434,320
5876,3.717,1925
5877,1.625,4
5878,3.957,4476
5879,2.473,950
5880,2.0,109
5881,3.165,4040
5882,3.541,3633
5883,2.46,313
5884,2.37,77
5885,3.347,85
5886,1.875,16
5887,2.367,60
5888,3.882,716
5889,3.659,107
5890,3.833,817
5891,2.735,482
5892,2.906,48
5893,3.718,1104
5894,1.654,26
5895,2.425,20
5896,3.634,194
5897,2.559,17
5898,2.961,245
5899,3.812,1240
5900,2.84,2963
5901,2.79,210
5902,3.847,13719
5903,3.729,13539
5904,2.278,9
5905,3.5,1
5906,3.088,34
5907,3.534,88
5908,2.75,48
5909,3.519,467
5910,2.8,40
5911,3.523,64
5912,3.991,115
5913,2.89,77
5914,3.78,254
5915,3.231,275
5916,3.517,118
5917,3.133,49
5918,2.488,86
5919,2.929,99
5920,3.111,36
5921,2.3,30
5922,3.103,34
5923,3.015,165
5924,3.07,79
5925,2.408,76
5926,2.633,83
5927,2.726,573
5928,3.167,108
5929,3.067,67
5930,3.178,90
5931,3.121,58
5932,4.031,461
5933,3.412,160
5934,2.972,18
5935,2.981,154
5936,3.593,167
5937,3.77,196
5938,3.609,685
5939,2.224,67
5940,3.382,502
5941,3.044,1399
5942,2.504,1900
5943,2.679,3564
5944,3.138,4988
5945,3.452,7009
5946,3.06,67
5947,3.451,246
5948,3.25,28
5949,3.552,421
5950,2.889,9
5951,3.246,327
5952,4.072,67463
5953,3.109,96
5954,3.804,6332
5955,3.608,1582
5956,3.562,13844
5957,3.235,4042
5958,2.782,416
5959,3.496,1913
5960,3.171,207
5961,2.747,373
5962,2.116,447
5963,3.675,360
5964,2.881,63
5965,3.775,534
5966,3.297,91
5967,2.667,18
5968,3.289,369
5969,2.455,767
5970,3.307,2529
5971,4.162,13556
5972,3.066,61
5973,3.438,24
5974,3.609,385
5975,3.303,193
5976,2.5,19
5977,3.518,113
5978,3.119,59
5979,2.289,71
5980,3.48,636
5981,3.198,441
5982,2.833,36
5983,3.233,225
5984,3.085,159
5985,3.043,117
5986,3.653,183
5987,2.967,75
5988,2.848,155
5989,3.957,38652
5990,2.561,264
5991,3.525,12378
5992,3.681,5176
5993,3.32,228
5994,3.543,513
5995,4.053,22683
5996,2.716,58
5997,3.372,39
5998,2.155,110
5999,2.645,554
6000,2.442,60
6001,3.867,2814
6002,3.383,396
6003,3.575,3636
6004,3.2,25
6005,3.246,685
6006,2.665,2113
6007,2.294,17
6008,3.629,309
6009,3.11,50
6010,2.729,105
6011,2.821,56
6012,2.818,557
6013,1.915,1081
6014,2.687,951
6015,3.103,34
6016,4.179,25688
6017,3.146,96
6018,3.139,18
6019,2.845,58
6020,3.458,119
6021,3.666,397
6022,3.421,253
6023,3.876,792
6024,2.758,66
6025,2.941,312
6026,3.196,28
6027,3.708,551
6028,2.355,31
6029,2.709,55
6030,2.799,77
6031,3.715,414
6032,3.772,267
6033,2.897,78
6034,2.42,25
6035,3.685,214
6036,3.156,135
6037,2.868,121
6038,3.125,72
6039,2.76,501
6040,2.475,809
6041,3.625,263
6042,3.489,140
6043,2.982,28
6044,2.392,116
6045,3.199,138
6046,3.2,35
6047,3.556,153
6048,3.217,23
6049,2.896,101
6050,2.892,79
6051,3.719,304
6052,2.913,23
6053,3.0,49
6054,3.406,101
6055,2.656,61
6056,3.604,96
6057,2.235,249
6058,2.93,3486
6059,3.388,4186
6060,2.696,593
6061,2.295,22
6062,3.654,1166
6063,3.366,876
6064,3.602,196
6065,3.456,124
6066,3.417,162
6067,3.158,275
6068,3.159,44
6069,3.579,19
6070,3.098,102
6071,3.02,25
6072,3.426,81
6073,3.671,70
6074,2.81,21
6075,3.61,73
6076,3.131,61
6077,3.591,313
6078,2.959,753
6079,3.278,9
6080,2.105,38
6081,3.12,92
6082,3.654,191
6083,3.285,65
6084,3.02,123
6085,2.972,18
6086,3.07,43
6087,3.23,50
6088,2.57,43
6089,2.571,56
6090,3.153,49
6091,3.378,82
6092,2.764,174
6093,3.645,1429
6094,3.138,271
6095,2.953,53
6096,3.008,61
6097,2.594,32
6098,3.716,44
6099,1.961,89
6100,3.305,549
6101,3.763,577
6102,3.137,106
6103,2.679,28
6104,3.919,2793
6105,3.46,162
6106,2.933,15
6107,3.695,154
6108,3.461,38
6109,2.916,131
6110,2.679,28
6111,2.776,49
6112,2.425,20
6113,3.042,48
6114,3.166,169
6115,2.95,159
6116,2.702,171
6117,2.46,25
6118,3.8,205
6119,3.656,173
6120,2.867,180
6121,3.217,120
6122,3.809,607
6123,4.003,439
6124,3.318,151
6125,3.676,299
6126,3.807,205
6127,3.604,125
6128,2.651,76
6129,2.446,46
6130,2.625,44
6131,2.681,47
6132,2.97,150
6133,3.271,48
6134,3.228,81
6135,3.186,86
6136,3.639,83
6137,2.426,34
6138,2.977,22
6139,3.156,64
6140,3.564,439
6141,2.564,156
6142,1.839,31
6143,2.751,391
6144,3.808,73
6145,2.562,40
6146,3.225,20
6147,3.629,62
6148,3.393,178
6149,2.759,29
6150,2.774,31
6151,3.717,83
6152,1.976,103
6153,2.221,321
6154,2.792,154
6155,3.191,7738
6156,3.096,4641
6157,2.488,8254
6158,2.361,403
6159,3.524,477
6160,3.538,78
6161,3.227,55
6162,3.128,406
6163,3.647,602
6164,2.84,25
6165,2.2,5
6166,2.394,1536
6167,3.214,14
6168,2.758,130
6169,2.97,118
6170,3.611,996
6171,3.554,28
6172,2.537,54
6173,3.611,108
6174,2.25,62
6175,2.273,22
6176,3.08,157
6177,2.946,92
6178,3.834,277
6179,3.348,66
6180,3.044,137
6181,3.453,161
6182,3.585,94
6183,3.688,908
6184,3.365,1514
6185,3.153,519
6186,2.93,399
6187,3.684,3088
6188,3.592,9275
6189,0.833,3
6190,3.395,86
6191,3.526,38
6192,3.639,205
6193,3.438,380
6194,3.098,46
6195,3.743,150
6196,2.841,769
6197,3.386,1297
6198,3.378,82
6199,2.35,10
6200,3.385,100
6201,3.592,293
6202,3.493,152
6203,2.649,245
6204,2.304,270
6205,2.779,43
6206,3.491,55
6207,2.849,53
6208,1.977,111
6209,1.917,6
6210,3.039,129
6211,3.628,148
6212,2.739,1423
6213,3.209,2321
6214,3.61,2421
6215,3.367,678
6216,3.871,719
6217,3.296,169
6218,3.46,10725
6219,2.93,831
6220,2.819,635
6221,2.951,61
6222,3.156,422
6223,3.39,946
6224,2.765,17
6225,3.131,88
6226,3.708,156
6227,2.938,24
6228,3.752,268
6229,3.599,282
6230,3.659,346
6231,3.402,128
6232,3.406,361
6233,2.802,237
6234,3.406,207
6235,3.93,1062
6236,3.5,70
6237,3.662,357
6238,2.989,1451
6239,3.416,790
6240,2.793,135
6241,3.582,237
6242,3.598,3550
6243,3.06,466
6244,3.855,366
6245,3.23,200
6246,3.0,24
6247,3.619,219
6248,3.243,70
6249,2.304,479
6250,2.704,2573
6251,2.619,286
6252,2.742,788
6253,2.833,3
6254,3.849,778
6255,2.77,74
6256,3.276,67
6257,3.053,131
6258,3.49,101
6259,3.144,104
6260,3.098,194
6261,3.172,93
6262,3.39,41
6263,3.202,1344
6264,2.649,2910
6265,2.727,625
6266,3.119,1739
6267,2.899,94
6268,3.696,481
6269,3.902,377
6270,3.889,961
6271,3.912,696
6272,3.42,56
6273,3.956,784
6274,2.36,25
6275,2.479,24
6276,3.213,47
6277,3.236,55
6278,3.159,22
6279,3.368,459
6280,2.86,655
6281,3.357,9092
6282,2.222,9
6283,3.898,4342
6284,2.464,42
6285,3.273,143
6286,3.821,1448
6287,2.943,7500
6288,3.513,563
6289,3.241,185
6290,2.949,1527
6291,3.833,1428
6292,3.458,24
6293,2.888,129
6294,2.807,2202
6295,2.353,92
6296,3.658,3682
6297,3.517,4995
6298,2.39,575
6299,3.905,1446
6300,3.774,385
6301,3.704,1485
6302,2.17,44
6303,3.648,2249
6304,2.897,228
6305,3.594,1898
6306,3.827,307
6307,3.441,51
6308,2.809,520
6309,2.333,24
6310,2.894,33
6311,3.451,142
6312,3.183,93
6313,2.595,95
6314,3.111,239
6315,2.914,435
6316,2.577,610
6317,3.146,24
6318,2.938,154
6319,2.816,299
6320,2.516,216
6321,2.619,67
6322,3.444,1248
6323,3.612,7675
6324,2.571,105
6325,1.876,226
6326,3.055,127
6327,3.647,285
6328,3.136,55
6329,3.491,230
6330,2.862,163
6331,3.962,3177
6332,2.742,918
6333,3.57,24680
6334,3.337,196
6335,3.632,371
6336,3.177,31
6337,3.514,627
6338,2.692,1798
6339,3.707,461
6340,2.25,10
6341,3.382,466
6342,3.397,58
6343,3.139,18
6344,3.551,518
6345,3.208,538
6346,2.756,123
6347,3.045,100
6348,2.226,206
6349,2.63,211
6350,4.08,7539
6351,2.993,141
6352,1.846,120
6353,1.906,32
6354,3.019,52
6355,2.883,60
6356,3.521,420
6357,3.652,561
6358,3.531,369
6365,3.373,29835
6366,3.115,117
6367,3.162,2169
6368,3.635,270
6369,2.621,33
6370,3.79,1433
6371,1.485,411
6373,3.227,20141
6374,2.902,529
6375,3.85,226
6376,3.512,86
6377,3.816,46128
6378,3.544,17009
6379,2.833,1398
6380,3.923,2135
6381,2.444,9
6382,3.71,164
6383,2.628,6777
6384,3.067,52
6385,3.842,4111
6386,3.218,103
6387,3.359,255
6388,3.464,56
6390,3.28,118
6391,3.237,59
6392,3.293,302
6393,2.786,7
6394,3.47,250
6395,3.184,275
6396,2.798,156
6397,3.458,24
6398,3.246,132
6400,3.809,196
6401,3.346,218
6402,3.219,32
6403,3.59,255
6404,3.504,120
6405,3.522,436
6406,2.861,90
6407,3.242,89
6408,3.66,97
6409,3.542,142
6410,2.86,242
6411,3.196,46
6412,3.748,400
6413,3.087,344
6414,3.006,77
6415,3.71,50
6416,3.674,184
6417,2.87,54
6419,3.47,166
6420,3.262,21
6421,2.964,42
6422,3.663,309
6423,2.65,157
6424,2.912,511
6425,2.713,385
6426,3.482,113
6427,3.367,162
6428,3.513,808
6429,3.663,380
6430,3.526,192
6431,2.912,40
6432,3.074,88
6433,4.022,859
6434,3.22,50
6435,3.184,38
6436,3.602,958
6437,3.418,85
6438,3.127,51
6439,3.282,55
6440,3.833,5617
6441,3.553,396
6442,3.69,479
6443,3.447,38
6445,3.302,63
6446,3.394,137
6447,3.051,49
6448,3.722,734
6449,3.431,58
6450,3.667,222
6451,3.442,146
6452,3.759,278
6453,3.32,111
6454,3.552,231
6455,3.345,152
6456,3.519,53
6457,3.634,269
6458,3.506,163
6459,3.515,162
6460,3.829,712
6461,3.859,1203
6462,3.207,75
6463,3.652,56
6464,2.464,704
6465,3.213,61
6466,3.528,442
6467,3.808,151
6468,2.805,128
6469,3.094,106
6470,3.294,175
6471,3.277,56
6472,3.25,38
6473,2.808,78
6474,2.766,47
6475,2.699,183
6476,3.302,237
6477,3.649,215
6478,3.388,286
6479,2.917,42
6480,3.332,292
6481,3.234,203
6482,1.759,2233
6483,1.006,472
6484,2.618,899
6485,2.337,364
6486,3.141,96
6487,3.241,54
6488,2.994,176
6489,2.75,10
6490,3.175,20
6491,2.375,4
6492,3.2,55
6493,2.663,661
6494,2.844,16
6495,3.458,95
6496,2.889,9
6497,3.227,77
6498,3.241,112
6499,3.398,59
6500,2.719,112
6501,2.833,6
6502,3.772,21390
6503,2.508,6587
6504,2.75,8
6505,3.066,76
6506,3.58,261
6507,3.0,13
6508,3.432,154
6509,3.973,609
6510,2.882,93
6511,3.562,40
6512,2.894,52
6513,3.143,84
6514,1.269,13
6515,3.413,115
6516,3.556,279
6517,2.813,415
6518,2.868,209
6519,3.041,208
6520,3.108,60
6521,2.599,126
6522,3.459,86
6523,2.783,389
6524,3.615,161
6525,2.998,227
6526,3.556,134
6527,3.528,125
6528,3.456,135
6529,2.816,19
6530,3.832,1051
6531,3.399,168
6532,2.527,37
6533,3.711,831
6534,2.613,8865
6535,2.417,3457
6536,3.332,1127
6537,3.044,14509
6538,3.387,1757
6539,3.781,48722
6540,3.224,49
6541,2.794,8195
6542,3.84,524
6543,3.275,20
6544,3.253,89
6545,3.561,344
6546,3.271,35
6547,3.16,263
6548,3.15,5926
6549,2.852,321
6550,2.957,4437
6551,2.651,63
6552,3.746,2613
6553,3.276,29
6554,2.83,103
6555,3.132,34
6556,3.259,29
6557,2.291,67
6558,2.534,712
6559,3.024,548
6560,2.298,109
6561,3.699,594
6562,3.33,109
6563,2.42,87
6564,2.741,5540
6565,3.586,6055
6566,2.058,1549
6567,3.456,804
6568,3.177,314
6569,2.552,48
6570,3.311,37
6571,3.709,242
6572,2.919,99
6573,3.458,165
6574,2.175,126
6575,2.43,86
6576,3.354,79
6577,1.908,168
6578,3.199,83
6579,3.855,478
6580,2.906,16
6581,3.463,336
6582,3.133,596
6583,3.321,201
6584,3.244,587
6585,3.006,78
6586,2.888,4498
6587,1.204,838
6588,3.319,69
6589,3.5,8
6590,3.206,17
6591,3.794,1180
6592,3.257,327
6593,3.059,5829
6594,2.667,12
6595,2.957,3954
6596,2.614,464
6597,3.055,154
6598,3.789,363
6599,3.724,165
6600,2.966,58
6601,2.938,89
6602,3.276,232
6603,3.281,64
6604,3.593,75
6605,3.35,40
6606,2.0,3
6607,3.194,18
6608,3.0,11
6609,3.76,304
6610,3.385,126
6611,3.998,648
6612,3.882,422
6613,3.171,123
6614,3.191,437
6615,2.54,2408
6616,2.852,159
6617,3.613,1711
6618,3.591,3591
6619,3.073,994
6620,3.777,4488
6621,2.955,11
6622,2.895,19
6623,2.851,47
6624,2.374,1311
6625,2.866,291
6626,2.845,42
6627,2.528,18
6628,2.165,167
6629,3.284,473
6630,3.642,187
6631,2.328,125
6632,2.812,32
6633,2.231,13
6634,2.375,16
6635,2.942,69
6636,3.577,1044
6637,3.127,51
6638,3.242,541
6639,3.925,1439
6640,3.536,14
6641,3.559,237
6642,2.756,240
6643,4.06,1439
6644,3.809,204
6645,3.458,1783
6646,3.039,256
6647,3.088,40
6648,3.302,53
6649,3.619,84
6650,4.019,1216
6651,2.508,65
6652,3.196,217
6653,2.822,211
6654,2.848,23
6655,2.93,43
6656,2.483,59
6657,2.953,129
6658,2.874,827
6659,3.39,4464
6660,3.96,901
6661,3.6,10
6662,3.69,3032
6663,3.607,1548
6664,3.263,3185
6665,3.004,240
6666,3.889,1498
6667,3.824,384
6668,3.897,421
6669,4.113,2069
6670,2.757,103
6671,3.723,238
6672,3.824,242
6673,3.174,46
6674,2.75,10
6675,2.944,9
6676,3.753,95
6677,2.3,10
6678,3.148,467
6679,3.66,243
6680,3.229,94
6681,3.288,66
6682,3.556,89
6683,3.603,156
6684,3.436,328
6685,2.0,61
6686,2.641,940
6687,2.386,588
6688,3.52,49
6689,2.873,118
6690,3.264,108
6691,3.262,21
6692,3.59,78
6693,3.083,12
6694,3.147,17
6695,2.584,1188
6696,3.127,146
6697,2.5,7
6698,2.4,15
6699,3.167,93
6700,3.113,93
6701,3.444,107
6702,2.607,482
6703,2.657,405
6704,3.263,57
6705,3.272,391
6706,3.318,44
6707,2.834,1718
6708,3.643,6976
6709,3.172,4788
6710,3.516,364
6711,3.794,26273
6712,2.846,13
6713,3.889,1194
6714,3.28,164
6715,2.333,21
6716,2.75,42
6717,3.696,69
6718,2.971,210
6719,2.321,42
6720,2.645,303
6721,3.695,1050
6722,3.643,437
6723,3.451,226
6724,3.894,1699
6725,2.342,329
6726,3.15,20
6727,3.559,237
6728,3.261,44
6729,3.043,58
6730,2.838,287
6731,3.566,1906
6732,3.38,546
6733,3.362,29
6734,2.815,626
6735,3.172,271
6736,3.133,83
6737,2.431,29
6738,2.64,25
6739,2.698,43
6740,2.151,83
6741,2.983,117
6742,2.573,48
6743,3.541,887
6744,2.53,486
6745,2.414,64
6746,2.426,108
6747,3.25,124
6748,3.475,672
6749,3.507,150
6750,3.073,655
6751,2.426,447
6752,2.871,136
6753,3.74,3077
6754,3.371,8612
6755,3.447,2554
6756,3.35,133
6757,2.874,151
6758,2.5,2
6759,3.0,61
6760,3.631,103
6761,3.62,83
6762,3.5,146
6763,2.81,1211
6764,3.352,2603
6765,3.41,2376
6766,2.25,4
6767,2.333,9
6768,3.508,426
6769,3.211,161
6770,3.723,754
6771,2.254,124
6772,3.848,450
6773,3.831,4399
6774,3.712,3371
6775,3.742,91
6776,3.845,949
6777,3.972,1289
6778,3.425,20
6779,3.52,354
6780,3.849,585
6781,3.034,87
6782,3.27,348
6783,3.996,1123
6784,3.515,239
6785,3.541,1032
6786,3.779,869
6787,4.029,6274
6788,2.47,100
6789,3.633,343
6790,3.417,744
6791,3.939,1432
6792,3.316,152
6793,2.549,2028
6794,2.03,1149
6795,2.718,124
6796,3.769,4731
6797,3.235,708
6798,3.246,372
6799,2.833,21
6800,2.552,1095
6801,3.641,145
6802,2.773,150
6803,3.386,584
6804,2.907,113
6805,3.178,177
6806,3.377,142
6807,3.859,11412
6808,3.811,1574
6809,3.191,282
6810,3.089,1457
6811,3.161,680
6812,2.884,499
6813,3.253,229
6814,2.5,136
6815,3.261,247
6816,3.492,386
6817,3.172,204
6818,4.174,1498
6819,2.736,36
6820,3.472,1250
6821,2.693,70
6822,3.339,56
6823,3.164,61
6824,2.9,45
6825,2.893,84
6826,2.971,122
6827,1.613,371
6828,3.755,94
6829,2.618,123
6830,3.398,64
6831,2.467,15
6832,3.351,1100
6833,3.3,10
6834,2.702,52
6835,2.339,62
6836,2.456,34
6837,3.564,132
6838,2.875,4
6839,2.979,120
6840,3.608,190
6841,3.058,78
6842,3.487,116
6843,3.06,42
6844,3.157,143
6845,2.838,40
6846,2.75,32
6847,2.7,10
6848,2.514,108
6849,3.552,260
6850,3.061,585
6851,3.375,261
6852,3.904,1098
6853,2.133,30
6854,3.453,107
6855,3.267,45
6856,3.667,595
6857,3.784,2316
6858,3.848,729
6859,3.766,184
6860,2.741,108
6861,3.182,33
6862,3.221,1061
6863,3.407,19044
6864,3.795,178
6865,2.947,19
6866,2.921,38
6867,3.879,4334
6868,3.298,580
6869,3.821,430
6870,3.817,14774
6871,2.776,107
6872,1.338,558
6873,3.202,3436
6874,3.854,45135
6875,3.145,83
6876,3.159,66
6877,3.074,34
6878,3.0,18
6879,3.594,4074
6880,2.783,2332
6881,3.565,1479
6882,3.295,378
6883,3.105,271
6884,3.355,438
6885,2.629,575
6886,3.123,308
6887,3.458,1332
6888,2.45,4428
6889,3.299,2624
6890,3.524,2462
6891,3.31,29
6892,2.763,188
6893,3.613,2553
6894,2.743,35
6895,3.32,75
6896,4.07,352
6897,3.456,57
6898,3.572,362
6899,1.708,89
6900,3.263,209
6901,2.5,21
6902,3.924,1244
6903,2.245,55
6905,2.659,44
6906,2.623,61
6907,2.962,26
6908,2.57,43
6909,3.308,610
6910,3.133,184
6911,3.292,48
6912,3.333,42
6913,2.878,49
6914,3.357,35
6915,2.409,11
6916,2.706,34
6917,3.348,23
6918,4.01,469
6919,3.139,36
6920,3.931,698
6921,3.594,90
6923,3.253,95
6924,3.4,80
6925,3.254,71
6926,3.53,50
6927,3.049,648
6928,2.971,70
6929,2.667,3
6930,3.37,27
6931,3.0,28
6932,3.655,1510
6933,2.611,9
6934,3.236,23699
6935,3.899,271
6936,3.354,11360
6937,2.952,21
6938,3.5,39
6939,3.786,152
6940,3.239,90
6941,2.833,3
6942,3.698,18272
6943,1.25,4
6944,3.375,3963
6945,3.879,248
6946,2.739,742
6947,3.661,9808
6948,3.259,174
6949,3.167,129
6950,3.16,804
6951,1.983,1696
6952,2.872,3228
6953,3.679,8496
6954,3.821,1374
6955,3.0,20
6956,3.357,35
6957,3.337,6235
6958,2.39,1204
6959,2.837,1297
6960,3.269,26
6961,3.549,265
6962,3.412,17
6963,3.723,465
6964,3.433,67
6965,3.593,59
6966,3.073,1784
6967,3.73,285
6968,2.603,68
6969,3.332,149
6970,3.86,603
6971,3.779,564
6972,3.54,87
6973,2.782,213
6974,3.408,986
6975,3.766,1888
6976,3.224,274
6977,3.139,638
6978,3.65,918
6979,3.679,6656
6980,3.512,128
6981,3.945,371
6982,3.909,270
6983,3.681,290
6984,3.796,255
6985,4.02,1375
6986,3.697,760
6987,3.883,2283
6988,3.422,219
6989,3.511,669
6990,3.6,482
6991,2.998,566
6992,3.005,562
6993,3.929,3168
6994,2.944,295
6995,1.914,280
6996,2.131,1434
6997,3.174,494
6998,3.324,165
6999,3.13,550
7000,2.844,1418
7001,3.678,2435
7002,3.564,118
7003,3.489,380
7004,2.873,4464
7005,2.388,657
7006,2.782,117
7007,3.334,2070
7008,3.451,1199
7009,3.36,724
7010,3.594,427
7011,3.514,258
7012,3.094,319
7013,3.985,2474
7014,2.716,238
7015,2.973,223
7016,2.512,615
7017,2.867,1159
7018,3.652,1434
7019,3.01,341
7020,3.678,387
7021,2.732,155
7022,3.792,7535
7023,3.912,941
7024,3.208,887
7025,3.708,465
7026,3.075,569
7027,3.662,1531
7028,3.572,807
7029,3.216,368
7030,3.438,409
7031,2.608,171
7032,2.891,183
7033,3.128,745
7034,3.802,2104
7035,3.078,296
7036,2.844,1496
7037,3.566,301
7038,3.405,205
7039,3.353,385
7040,3.576,872
7041,2.737,230
7042,3.743,594
7043,3.932,751
7044,3.684,2533
7045,3.434,1287
7046,3.214,2381
7047,3.144,218
7048,3.283,687
7049,3.449,108
7050,3.69,137
7051,3.162,247
7052,3.034,44
7053,3.403,62
7054,3.528,250
7055,3.809,448
7056,3.712,612
7057,3.198,139
7058,3.694,288
7059,3.528,371
7060,3.442,1056
7061,3.737,298
7062,3.733,679
7063,3.967,2313
7064,3.914,1279
7065,3.003,522
7066,3.522,90
7067,3.816,444
7068,3.828,678
7069,3.668,398
7070,3.856,724
7071,3.986,687
7072,3.843,1286
7073,3.822,1334
7074,3.761,318
7075,3.904,900
7076,3.725,2233
7077,3.568,74
7078,3.664,305
7079,3.734,470
7080,3.606,393
7081,3.319,80
7082,3.619,348
7083,3.47,84
7084,3.839,1229
7085,3.622,209
7086,3.84,365
7087,3.65,541
7088,3.905,575
7089,3.879,1110
7090,3.896,9744
7091,3.937,1046
7092,3.506,173
7093,3.476,231
7094,3.219,73
7095,3.255,235
7096,3.977,322
7097,3.245,53
7098,3.5,13
7099,4.109,7392
7100,2.741,27
7101,3.02,1281
7102,2.902,931
7103,2.524,84
7104,2.822,825
7105,3.125,16
7106,3.561,41
7107,3.497,593
7108,3.3,135
7109,3.171,79
7110,3.336,58
7111,3.48,127
7112,3.407,81
7113,3.156,32
7114,3.692,294
7115,3.736,825
7116,3.964,1761
7117,2.154,618
7118,3.533,330
7119,3.131,172
7120,1.387,31
7121,3.858,1181
7122,3.898,358
7123,3.657,2058
7124,3.637,277
7125,3.513,77
7126,3.71,338
7127,2.627,75
7128,3.439,229
7129,3.619,21
7130,3.402,123
7131,3.198,58
7132,3.98,1989
7133,1.823,65
7134,3.326,241
7135,3.902,674
7136,3.852,335
7137,3.46,1828
7138,3.286,28
7139,3.88,2603
7140,3.9,10
7141,3.725,89
7142,2.661,657
7143,3.667,20186
7144,3.083,6
7145,3.8,5
7146,3.262,21
7147,3.798,22072
7148,2.569,109
7149,3.467,4574
7150,2.692,1465
7151,3.484,2601
7152,2.962,93
7153,4.094,67449
7154,3.207,3062
7155,3.484,1544
7156,4.082,3275
7157,2.743,230
7158,3.685,2937
7159,3.583,18
7160,3.609,5238
7161,2.832,2760
7162,3.514,4609
7163,3.258,4122
7164,3.343,1936
7165,3.152,264
7166,2.717,30
7167,3.238,202
7168,3.062,96
7169,3.15,675
7170,2.194,54
7171,3.43,345
7172,3.583,156
7173,2.958,4666
7174,2.299,77
7175,2.116,418
7176,3.622,94
7177,3.626,360
7178,3.182,722
7179,3.271,238
7180,3.468,47
7181,3.48,126
7182,2.727,44
7183,2.978,67
7184,3.29,62
7185,2.976,85
7186,2.793,82
7187,2.083,36
7188,2.632,53
7189,1.738,84
7190,3.513,119
7191,2.393,89
7192,3.169,71
7193,2.693,667
7194,3.419,93
7195,3.398,83
7196,3.311,53
7197,3.093,59
7198,2.542,227
7199,3.533,256
7200,3.36,43
7201,3.19,87
7202,2.833,230
7203,3.056,54
7204,2.465,57
7205,3.529,221
7206,3.894,770
7207,2.943,106
7208,3.411,287
7209,3.751,739
7210,3.857,595
7211,3.651,169
7212,3.589,338
7213,2.798,47
7214,3.067,30
7215,3.993,1214
7216,3.694,573
7217,3.766,491
7218,3.872,615
7219,3.554,166
7220,2.763,99
7221,3.419,74
7222,2.701,328
7223,3.711,439
7224,3.0,74
7225,3.566,605
7226,2.937,95
7227,3.705,222
7228,2.422,905
7229,2.776,85
7230,2.886,66
7231,2.929,35
7232,3.471,51
7233,1.944,9
7234,3.992,1502
7235,3.478,1530
7236,3.369,679
7237,2.954,87
7238,3.878,392
7239,2.986,107
7240,2.75,50
7241,3.934,221
7242,2.618,17
7243,3.537,299
7244,1.552,86
7245,2.417,30
7246,2.306,18
7247,3.311,1718
7248,2.902,46
7249,3.168,92
7250,3.44,291
7251,3.117,60
7252,2.458,71
7253,3.407,81
7254,3.699,20839
7255,2.835,978
7256,4.027,2851
7257,2.566,432
7258,2.85,559
7259,2.252,357
7260,3.541,329
7261,2.676,376
7262,2.629,182
7263,3.742,2759
7264,3.424,33
7265,3.658,2111
7266,3.397,195
7267,2.519,53
7268,2.913,23
7269,2.683,30
7270,2.794,68
7271,2.962,13
7272,3.272,189
7273,3.053,19
7274,3.144,52
7275,3.088,74
7276,2.533,46
7277,2.679,14
7278,2.791,43
7279,3.12,25
7280,2.494,159
7281,2.265,81
7282,0.867,30
7283,2.919,148
7284,2.95,160
7285,3.42,2769
7286,3.633,184
7287,3.134,56
7288,3.484,61
7289,2.288,66
7290,3.112,40
7291,2.625,20
7292,1.804,138
7293,3.279,14774
7294,2.547,578
7295,3.292,36
7296,2.5,5
7297,3.647,353
7298,2.385,13
7299,3.648,398
7300,3.574,510
7301,3.82,303
7302,3.731,221
7303,3.686,748
7304,3.624,202
7305,3.22,347
7306,3.694,121
7307,3.298,334
7308,2.548,374
7309,3.509,56
7310,2.633,452
7311,3.81,546
